86
100
71
88
75
130
49
119
46
53
76
115
153
40
134
80
106
76
87
91
60
73
67
114
172
96
186
183
167
81
451
202
55
95
118
127
68
137
197
98
86
77
328
81
418
104
55
194
69
82
84
86
271
172
458
415
75
300
201
80
470
111
90
122
72
479
139
79
57
402
56
84
217
347
88
167
237
79
76
169
77
704
117
1000
46
1000
246
132
181
72
1000
1000
1000
1000
664
1000
39
56
1000
1000
47
1000
313
152
1000
44
67
43
1000
1000
1000
1000
43
1000
